rgb_img,ir_img,rgb_label,ir_label
/home/whb/train/trainimg/00029.jpg,/home/whb/train/trainimgr/00029.jpg,/home/whb/train/trainlabel/00029.xml,/home/whb/train/trainlabelr/00029.xml
/home/whb/train/trainimg/00030.jpg,/home/whb/train/trainimgr/00030.jpg,/home/whb/train/trainlabel/00030.xml,/home/whb/train/trainlabelr/00030.xml
/home/whb/train/trainimg/00031.jpg,/home/whb/train/trainimgr/00031.jpg,/home/whb/train/trainlabel/00031.xml,/home/whb/train/trainlabelr/00031.xml
/home/whb/train/trainimg/00032.jpg,/home/whb/train/trainimgr/00032.jpg,/home/whb/train/trainlabel/00032.xml,/home/whb/train/trainlabelr/00032.xml
/home/whb/train/trainimg/00033.jpg,/home/whb/train/trainimgr/00033.jpg,/home/whb/train/trainlabel/00033.xml,/home/whb/train/trainlabelr/00033.xml
/home/whb/train/trainimg/00034.jpg,/home/whb/train/trainimgr/00034.jpg,/home/whb/train/trainlabel/00034.xml,/home/whb/train/trainlabelr/00034.xml
/home/whb/train/trainimg/00035.jpg,/home/whb/train/trainimgr/00035.jpg,/home/whb/train/trainlabel/00035.xml,/home/whb/train/trainlabelr/00035.xml
/home/whb/train/trainimg/00036.jpg,/home/whb/train/trainimgr/00036.jpg,/home/whb/train/trainlabel/00036.xml,/home/whb/train/trainlabelr/00036.xml
/home/whb/train/trainimg/00037.jpg,/home/whb/train/trainimgr/00037.jpg,/home/whb/train/trainlabel/00037.xml,/home/whb/train/trainlabelr/00037.xml
/home/whb/train/trainimg/00038.jpg,/home/whb/train/trainimgr/00038.jpg,/home/whb/train/trainlabel/00038.xml,/home/whb/train/trainlabelr/00038.xml
/home/whb/train/trainimg/00039.jpg,/home/whb/train/trainimgr/00039.jpg,/home/whb/train/trainlabel/00039.xml,/home/whb/train/trainlabelr/00039.xml
/home/whb/train/trainimg/00040.jpg,/home/whb/train/trainimgr/00040.jpg,/home/whb/train/trainlabel/00040.xml,/home/whb/train/trainlabelr/00040.xml
/home/whb/train/trainimg/00041.jpg,/home/whb/train/trainimgr/00041.jpg,/home/whb/train/trainlabel/00041.xml,/home/whb/train/trainlabelr/00041.xml
/home/whb/train/trainimg/00042.jpg,/home/whb/train/trainimgr/00042.jpg,/home/whb/train/trainlabel/00042.xml,/home/whb/train/trainlabelr/00042.xml
/home/whb/train/trainimg/00043.jpg,/home/whb/train/trainimgr/00043.jpg,/home/whb/train/trainlabel/00043.xml,/home/whb/train/trainlabelr/00043.xml
/home/whb/train/trainimg/00044.jpg,/home/whb/train/trainimgr/00044.jpg,/home/whb/train/trainlabel/00044.xml,/home/whb/train/trainlabelr/00044.xml
/home/whb/train/trainimg/00045.jpg,/home/whb/train/trainimgr/00045.jpg,/home/whb/train/trainlabel/00045.xml,/home/whb/train/trainlabelr/00045.xml
/home/whb/train/trainimg/00046.jpg,/home/whb/train/trainimgr/00046.jpg,/home/whb/train/trainlabel/00046.xml,/home/whb/train/trainlabelr/00046.xml
/home/whb/train/trainimg/00047.jpg,/home/whb/train/trainimgr/00047.jpg,/home/whb/train/trainlabel/00047.xml,/home/whb/train/trainlabelr/00047.xml
/home/whb/train/trainimg/00048.jpg,/home/whb/train/trainimgr/00048.jpg,/home/whb/train/trainlabel/00048.xml,/home/whb/train/trainlabelr/00048.xml
/home/whb/train/trainimg/00049.jpg,/home/whb/train/trainimgr/00049.jpg,/home/whb/train/trainlabel/00049.xml,/home/whb/train/trainlabelr/00049.xml
/home/whb/train/trainimg/00050.jpg,/home/whb/train/trainimgr/00050.jpg,/home/whb/train/trainlabel/00050.xml,/home/whb/train/trainlabelr/00050.xml
/home/whb/train/trainimg/00051.jpg,/home/whb/train/trainimgr/00051.jpg,/home/whb/train/trainlabel/00051.xml,/home/whb/train/trainlabelr/00051.xml
/home/whb/train/trainimg/00052.jpg,/home/whb/train/trainimgr/00052.jpg,/home/whb/train/trainlabel/00052.xml,/home/whb/train/trainlabelr/00052.xml
/home/whb/train/trainimg/00053.jpg,/home/whb/train/trainimgr/00053.jpg,/home/whb/train/trainlabel/00053.xml,/home/whb/train/trainlabelr/00053.xml
/home/whb/train/trainimg/00054.jpg,/home/whb/train/trainimgr/00054.jpg,/home/whb/train/trainlabel/00054.xml,/home/whb/train/trainlabelr/00054.xml
/home/whb/train/trainimg/00055.jpg,/home/whb/train/trainimgr/00055.jpg,/home/whb/train/trainlabel/00055.xml,/home/whb/train/trainlabelr/00055.xml
/home/whb/train/trainimg/00056.jpg,/home/whb/train/trainimgr/00056.jpg,/home/whb/train/trainlabel/00056.xml,/home/whb/train/trainlabelr/00056.xml
/home/whb/train/trainimg/00057.jpg,/home/whb/train/trainimgr/00057.jpg,/home/whb/train/trainlabel/00057.xml,/home/whb/train/trainlabelr/00057.xml
/home/whb/train/trainimg/00058.jpg,/home/whb/train/trainimgr/00058.jpg,/home/whb/train/trainlabel/00058.xml,/home/whb/train/trainlabelr/00058.xml
/home/whb/train/trainimg/00059.jpg,/home/whb/train/trainimgr/00059.jpg,/home/whb/train/trainlabel/00059.xml,/home/whb/train/trainlabelr/00059.xml
/home/whb/train/trainimg/00060.jpg,/home/whb/train/trainimgr/00060.jpg,/home/whb/train/trainlabel/00060.xml,/home/whb/train/trainlabelr/00060.xml
/home/whb/train/trainimg/00061.jpg,/home/whb/train/trainimgr/00061.jpg,/home/whb/train/trainlabel/00061.xml,/home/whb/train/trainlabelr/00061.xml
/home/whb/train/trainimg/00062.jpg,/home/whb/train/trainimgr/00062.jpg,/home/whb/train/trainlabel/00062.xml,/home/whb/train/trainlabelr/00062.xml
/home/whb/train/trainimg/00063.jpg,/home/whb/train/trainimgr/00063.jpg,/home/whb/train/trainlabel/00063.xml,/home/whb/train/trainlabelr/00063.xml
/home/whb/train/trainimg/00064.jpg,/home/whb/train/trainimgr/00064.jpg,/home/whb/train/trainlabel/00064.xml,/home/whb/train/trainlabelr/00064.xml
/home/whb/train/trainimg/00065.jpg,/home/whb/train/trainimgr/00065.jpg,/home/whb/train/trainlabel/00065.xml,/home/whb/train/trainlabelr/00065.xml
/home/whb/train/trainimg/00066.jpg,/home/whb/train/trainimgr/00066.jpg,/home/whb/train/trainlabel/00066.xml,/home/whb/train/trainlabelr/00066.xml
/home/whb/train/trainimg/00067.jpg,/home/whb/train/trainimgr/00067.jpg,/home/whb/train/trainlabel/00067.xml,/home/whb/train/trainlabelr/00067.xml
/home/whb/train/trainimg/00068.jpg,/home/whb/train/trainimgr/00068.jpg,/home/whb/train/trainlabel/00068.xml,/home/whb/train/trainlabelr/00068.xml
/home/whb/train/trainimg/00069.jpg,/home/whb/train/trainimgr/00069.jpg,/home/whb/train/trainlabel/00069.xml,/home/whb/train/trainlabelr/00069.xml
/home/whb/train/trainimg/00070.jpg,/home/whb/train/trainimgr/00070.jpg,/home/whb/train/trainlabel/00070.xml,/home/whb/train/trainlabelr/00070.xml
/home/whb/train/trainimg/00071.jpg,/home/whb/train/trainimgr/00071.jpg,/home/whb/train/trainlabel/00071.xml,/home/whb/train/trainlabelr/00071.xml
/home/whb/train/trainimg/00072.jpg,/home/whb/train/trainimgr/00072.jpg,/home/whb/train/trainlabel/00072.xml,/home/whb/train/trainlabelr/00072.xml
/home/whb/train/trainimg/00073.jpg,/home/whb/train/trainimgr/00073.jpg,/home/whb/train/trainlabel/00073.xml,/home/whb/train/trainlabelr/00073.xml
/home/whb/train/trainimg/00074.jpg,/home/whb/train/trainimgr/00074.jpg,/home/whb/train/trainlabel/00074.xml,/home/whb/train/trainlabelr/00074.xml
/home/whb/train/trainimg/00075.jpg,/home/whb/train/trainimgr/00075.jpg,/home/whb/train/trainlabel/00075.xml,/home/whb/train/trainlabelr/00075.xml
/home/whb/train/trainimg/00076.jpg,/home/whb/train/trainimgr/00076.jpg,/home/whb/train/trainlabel/00076.xml,/home/whb/train/trainlabelr/00076.xml
/home/whb/train/trainimg/00077.jpg,/home/whb/train/trainimgr/00077.jpg,/home/whb/train/trainlabel/00077.xml,/home/whb/train/trainlabelr/00077.xml
/home/whb/train/trainimg/00078.jpg,/home/whb/train/trainimgr/00078.jpg,/home/whb/train/trainlabel/00078.xml,/home/whb/train/trainlabelr/00078.xml
/home/whb/train/trainimg/00079.jpg,/home/whb/train/trainimgr/00079.jpg,/home/whb/train/trainlabel/00079.xml,/home/whb/train/trainlabelr/00079.xml
/home/whb/train/trainimg/00080.jpg,/home/whb/train/trainimgr/00080.jpg,/home/whb/train/trainlabel/00080.xml,/home/whb/train/trainlabelr/00080.xml
/home/whb/train/trainimg/00081.jpg,/home/whb/train/trainimgr/00081.jpg,/home/whb/train/trainlabel/00081.xml,/home/whb/train/trainlabelr/00081.xml
/home/whb/train/trainimg/00082.jpg,/home/whb/train/trainimgr/00082.jpg,/home/whb/train/trainlabel/00082.xml,/home/whb/train/trainlabelr/00082.xml
/home/whb/train/trainimg/00083.jpg,/home/whb/train/trainimgr/00083.jpg,/home/whb/train/trainlabel/00083.xml,/home/whb/train/trainlabelr/00083.xml
/home/whb/train/trainimg/00084.jpg,/home/whb/train/trainimgr/00084.jpg,/home/whb/train/trainlabel/00084.xml,/home/whb/train/trainlabelr/00084.xml
/home/whb/train/trainimg/00085.jpg,/home/whb/train/trainimgr/00085.jpg,/home/whb/train/trainlabel/00085.xml,/home/whb/train/trainlabelr/00085.xml
/home/whb/train/trainimg/00086.jpg,/home/whb/train/trainimgr/00086.jpg,/home/whb/train/trainlabel/00086.xml,/home/whb/train/trainlabelr/00086.xml
/home/whb/train/trainimg/00087.jpg,/home/whb/train/trainimgr/00087.jpg,/home/whb/train/trainlabel/00087.xml,/home/whb/train/trainlabelr/00087.xml
/home/whb/train/trainimg/00088.jpg,/home/whb/train/trainimgr/00088.jpg,/home/whb/train/trainlabel/00088.xml,/home/whb/train/trainlabelr/00088.xml
/home/whb/train/trainimg/00089.jpg,/home/whb/train/trainimgr/00089.jpg,/home/whb/train/trainlabel/00089.xml,/home/whb/train/trainlabelr/00089.xml
/home/whb/train/trainimg/00090.jpg,/home/whb/train/trainimgr/00090.jpg,/home/whb/train/trainlabel/00090.xml,/home/whb/train/trainlabelr/00090.xml
/home/whb/train/trainimg/00091.jpg,/home/whb/train/trainimgr/00091.jpg,/home/whb/train/trainlabel/00091.xml,/home/whb/train/trainlabelr/00091.xml
/home/whb/train/trainimg/00092.jpg,/home/whb/train/trainimgr/00092.jpg,/home/whb/train/trainlabel/00092.xml,/home/whb/train/trainlabelr/00092.xml
/home/whb/train/trainimg/00093.jpg,/home/whb/train/trainimgr/00093.jpg,/home/whb/train/trainlabel/00093.xml,/home/whb/train/trainlabelr/00093.xml
/home/whb/train/trainimg/00094.jpg,/home/whb/train/trainimgr/00094.jpg,/home/whb/train/trainlabel/00094.xml,/home/whb/train/trainlabelr/00094.xml
/home/whb/train/trainimg/00095.jpg,/home/whb/train/trainimgr/00095.jpg,/home/whb/train/trainlabel/00095.xml,/home/whb/train/trainlabelr/00095.xml
/home/whb/train/trainimg/00096.jpg,/home/whb/train/trainimgr/00096.jpg,/home/whb/train/trainlabel/00096.xml,/home/whb/train/trainlabelr/00096.xml
/home/whb/train/trainimg/00097.jpg,/home/whb/train/trainimgr/00097.jpg,/home/whb/train/trainlabel/00097.xml,/home/whb/train/trainlabelr/00097.xml
/home/whb/train/trainimg/00098.jpg,/home/whb/train/trainimgr/00098.jpg,/home/whb/train/trainlabel/00098.xml,/home/whb/train/trainlabelr/00098.xml
/home/whb/train/trainimg/00099.jpg,/home/whb/train/trainimgr/00099.jpg,/home/whb/train/trainlabel/00099.xml,/home/whb/train/trainlabelr/00099.xml
/home/whb/train/trainimg/00100.jpg,/home/whb/train/trainimgr/00100.jpg,/home/whb/train/trainlabel/00100.xml,/home/whb/train/trainlabelr/00100.xml
/home/whb/train/trainimg/00101.jpg,/home/whb/train/trainimgr/00101.jpg,/home/whb/train/trainlabel/00101.xml,/home/whb/train/trainlabelr/00101.xml
/home/whb/train/trainimg/00102.jpg,/home/whb/train/trainimgr/00102.jpg,/home/whb/train/trainlabel/00102.xml,/home/whb/train/trainlabelr/00102.xml
/home/whb/train/trainimg/00103.jpg,/home/whb/train/trainimgr/00103.jpg,/home/whb/train/trainlabel/00103.xml,/home/whb/train/trainlabelr/00103.xml
/home/whb/train/trainimg/00104.jpg,/home/whb/train/trainimgr/00104.jpg,/home/whb/train/trainlabel/00104.xml,/home/whb/train/trainlabelr/00104.xml
/home/whb/train/trainimg/00105.jpg,/home/whb/train/trainimgr/00105.jpg,/home/whb/train/trainlabel/00105.xml,/home/whb/train/trainlabelr/00105.xml
/home/whb/train/trainimg/00106.jpg,/home/whb/train/trainimgr/00106.jpg,/home/whb/train/trainlabel/00106.xml,/home/whb/train/trainlabelr/00106.xml
/home/whb/train/trainimg/00107.jpg,/home/whb/train/trainimgr/00107.jpg,/home/whb/train/trainlabel/00107.xml,/home/whb/train/trainlabelr/00107.xml
/home/whb/train/trainimg/00108.jpg,/home/whb/train/trainimgr/00108.jpg,/home/whb/train/trainlabel/00108.xml,/home/whb/train/trainlabelr/00108.xml
/home/whb/train/trainimg/00109.jpg,/home/whb/train/trainimgr/00109.jpg,/home/whb/train/trainlabel/00109.xml,/home/whb/train/trainlabelr/00109.xml
/home/whb/train/trainimg/00110.jpg,/home/whb/train/trainimgr/00110.jpg,/home/whb/train/trainlabel/00110.xml,/home/whb/train/trainlabelr/00110.xml
/home/whb/train/trainimg/00111.jpg,/home/whb/train/trainimgr/00111.jpg,/home/whb/train/trainlabel/00111.xml,/home/whb/train/trainlabelr/00111.xml
/home/whb/train/trainimg/00112.jpg,/home/whb/train/trainimgr/00112.jpg,/home/whb/train/trainlabel/00112.xml,/home/whb/train/trainlabelr/00112.xml
/home/whb/train/trainimg/00113.jpg,/home/whb/train/trainimgr/00113.jpg,/home/whb/train/trainlabel/00113.xml,/home/whb/train/trainlabelr/00113.xml
/home/whb/train/trainimg/00114.jpg,/home/whb/train/trainimgr/00114.jpg,/home/whb/train/trainlabel/00114.xml,/home/whb/train/trainlabelr/00114.xml
/home/whb/train/trainimg/00115.jpg,/home/whb/train/trainimgr/00115.jpg,/home/whb/train/trainlabel/00115.xml,/home/whb/train/trainlabelr/00115.xml
/home/whb/train/trainimg/00116.jpg,/home/whb/train/trainimgr/00116.jpg,/home/whb/train/trainlabel/00116.xml,/home/whb/train/trainlabelr/00116.xml
/home/whb/train/trainimg/00117.jpg,/home/whb/train/trainimgr/00117.jpg,/home/whb/train/trainlabel/00117.xml,/home/whb/train/trainlabelr/00117.xml
/home/whb/train/trainimg/00118.jpg,/home/whb/train/trainimgr/00118.jpg,/home/whb/train/trainlabel/00118.xml,/home/whb/train/trainlabelr/00118.xml
/home/whb/train/trainimg/00119.jpg,/home/whb/train/trainimgr/00119.jpg,/home/whb/train/trainlabel/00119.xml,/home/whb/train/trainlabelr/00119.xml
/home/whb/train/trainimg/00120.jpg,/home/whb/train/trainimgr/00120.jpg,/home/whb/train/trainlabel/00120.xml,/home/whb/train/trainlabelr/00120.xml
/home/whb/train/trainimg/00121.jpg,/home/whb/train/trainimgr/00121.jpg,/home/whb/train/trainlabel/00121.xml,/home/whb/train/trainlabelr/00121.xml
/home/whb/train/trainimg/00122.jpg,/home/whb/train/trainimgr/00122.jpg,/home/whb/train/trainlabel/00122.xml,/home/whb/train/trainlabelr/00122.xml
/home/whb/train/trainimg/00123.jpg,/home/whb/train/trainimgr/00123.jpg,/home/whb/train/trainlabel/00123.xml,/home/whb/train/trainlabelr/00123.xml
/home/whb/train/trainimg/00124.jpg,/home/whb/train/trainimgr/00124.jpg,/home/whb/train/trainlabel/00124.xml,/home/whb/train/trainlabelr/00124.xml
/home/whb/train/trainimg/00125.jpg,/home/whb/train/trainimgr/00125.jpg,/home/whb/train/trainlabel/00125.xml,/home/whb/train/trainlabelr/00125.xml
/home/whb/train/trainimg/00126.jpg,/home/whb/train/trainimgr/00126.jpg,/home/whb/train/trainlabel/00126.xml,/home/whb/train/trainlabelr/00126.xml
/home/whb/train/trainimg/00127.jpg,/home/whb/train/trainimgr/00127.jpg,/home/whb/train/trainlabel/00127.xml,/home/whb/train/trainlabelr/00127.xml
/home/whb/train/trainimg/00128.jpg,/home/whb/train/trainimgr/00128.jpg,/home/whb/train/trainlabel/00128.xml,/home/whb/train/trainlabelr/00128.xml
/home/whb/train/trainimg/00129.jpg,/home/whb/train/trainimgr/00129.jpg,/home/whb/train/trainlabel/00129.xml,/home/whb/train/trainlabelr/00129.xml
/home/whb/train/trainimg/00130.jpg,/home/whb/train/trainimgr/00130.jpg,/home/whb/train/trainlabel/00130.xml,/home/whb/train/trainlabelr/00130.xml
/home/whb/train/trainimg/00131.jpg,/home/whb/train/trainimgr/00131.jpg,/home/whb/train/trainlabel/00131.xml,/home/whb/train/trainlabelr/00131.xml
/home/whb/train/trainimg/00132.jpg,/home/whb/train/trainimgr/00132.jpg,/home/whb/train/trainlabel/00132.xml,/home/whb/train/trainlabelr/00132.xml
/home/whb/train/trainimg/00133.jpg,/home/whb/train/trainimgr/00133.jpg,/home/whb/train/trainlabel/00133.xml,/home/whb/train/trainlabelr/00133.xml
/home/whb/train/trainimg/00134.jpg,/home/whb/train/trainimgr/00134.jpg,/home/whb/train/trainlabel/00134.xml,/home/whb/train/trainlabelr/00134.xml
/home/whb/train/trainimg/00135.jpg,/home/whb/train/trainimgr/00135.jpg,/home/whb/train/trainlabel/00135.xml,/home/whb/train/trainlabelr/00135.xml
/home/whb/train/trainimg/00136.jpg,/home/whb/train/trainimgr/00136.jpg,/home/whb/train/trainlabel/00136.xml,/home/whb/train/trainlabelr/00136.xml
/home/whb/train/trainimg/00137.jpg,/home/whb/train/trainimgr/00137.jpg,/home/whb/train/trainlabel/00137.xml,/home/whb/train/trainlabelr/00137.xml
/home/whb/train/trainimg/00138.jpg,/home/whb/train/trainimgr/00138.jpg,/home/whb/train/trainlabel/00138.xml,/home/whb/train/trainlabelr/00138.xml
/home/whb/train/trainimg/00139.jpg,/home/whb/train/trainimgr/00139.jpg,/home/whb/train/trainlabel/00139.xml,/home/whb/train/trainlabelr/00139.xml
/home/whb/train/trainimg/00140.jpg,/home/whb/train/trainimgr/00140.jpg,/home/whb/train/trainlabel/00140.xml,/home/whb/train/trainlabelr/00140.xml
/home/whb/train/trainimg/00141.jpg,/home/whb/train/trainimgr/00141.jpg,/home/whb/train/trainlabel/00141.xml,/home/whb/train/trainlabelr/00141.xml
/home/whb/train/trainimg/00142.jpg,/home/whb/train/trainimgr/00142.jpg,/home/whb/train/trainlabel/00142.xml,/home/whb/train/trainlabelr/00142.xml
/home/whb/train/trainimg/00143.jpg,/home/whb/train/trainimgr/00143.jpg,/home/whb/train/trainlabel/00143.xml,/home/whb/train/trainlabelr/00143.xml
/home/whb/train/trainimg/00144.jpg,/home/whb/train/trainimgr/00144.jpg,/home/whb/train/trainlabel/00144.xml,/home/whb/train/trainlabelr/00144.xml
/home/whb/train/trainimg/00145.jpg,/home/whb/train/trainimgr/00145.jpg,/home/whb/train/trainlabel/00145.xml,/home/whb/train/trainlabelr/00145.xml
/home/whb/train/trainimg/00146.jpg,/home/whb/train/trainimgr/00146.jpg,/home/whb/train/trainlabel/00146.xml,/home/whb/train/trainlabelr/00146.xml
/home/whb/train/trainimg/00147.jpg,/home/whb/train/trainimgr/00147.jpg,/home/whb/train/trainlabel/00147.xml,/home/whb/train/trainlabelr/00147.xml
/home/whb/train/trainimg/00148.jpg,/home/whb/train/trainimgr/00148.jpg,/home/whb/train/trainlabel/00148.xml,/home/whb/train/trainlabelr/00148.xml
/home/whb/train/trainimg/00149.jpg,/home/whb/train/trainimgr/00149.jpg,/home/whb/train/trainlabel/00149.xml,/home/whb/train/trainlabelr/00149.xml
/home/whb/train/trainimg/00150.jpg,/home/whb/train/trainimgr/00150.jpg,/home/whb/train/trainlabel/00150.xml,/home/whb/train/trainlabelr/00150.xml
/home/whb/train/trainimg/00151.jpg,/home/whb/train/trainimgr/00151.jpg,/home/whb/train/trainlabel/00151.xml,/home/whb/train/trainlabelr/00151.xml
/home/whb/train/trainimg/00152.jpg,/home/whb/train/trainimgr/00152.jpg,/home/whb/train/trainlabel/00152.xml,/home/whb/train/trainlabelr/00152.xml
/home/whb/train/trainimg/00153.jpg,/home/whb/train/trainimgr/00153.jpg,/home/whb/train/trainlabel/00153.xml,/home/whb/train/trainlabelr/00153.xml
/home/whb/train/trainimg/00154.jpg,/home/whb/train/trainimgr/00154.jpg,/home/whb/train/trainlabel/00154.xml,/home/whb/train/trainlabelr/00154.xml
/home/whb/train/trainimg/00155.jpg,/home/whb/train/trainimgr/00155.jpg,/home/whb/train/trainlabel/00155.xml,/home/whb/train/trainlabelr/00155.xml
/home/whb/train/trainimg/00156.jpg,/home/whb/train/trainimgr/00156.jpg,/home/whb/train/trainlabel/00156.xml,/home/whb/train/trainlabelr/00156.xml
/home/whb/train/trainimg/00157.jpg,/home/whb/train/trainimgr/00157.jpg,/home/whb/train/trainlabel/00157.xml,/home/whb/train/trainlabelr/00157.xml
/home/whb/train/trainimg/00158.jpg,/home/whb/train/trainimgr/00158.jpg,/home/whb/train/trainlabel/00158.xml,/home/whb/train/trainlabelr/00158.xml
/home/whb/train/trainimg/00159.jpg,/home/whb/train/trainimgr/00159.jpg,/home/whb/train/trainlabel/00159.xml,/home/whb/train/trainlabelr/00159.xml
/home/whb/train/trainimg/00160.jpg,/home/whb/train/trainimgr/00160.jpg,/home/whb/train/trainlabel/00160.xml,/home/whb/train/trainlabelr/00160.xml
/home/whb/train/trainimg/00161.jpg,/home/whb/train/trainimgr/00161.jpg,/home/whb/train/trainlabel/00161.xml,/home/whb/train/trainlabelr/00161.xml
/home/whb/train/trainimg/00162.jpg,/home/whb/train/trainimgr/00162.jpg,/home/whb/train/trainlabel/00162.xml,/home/whb/train/trainlabelr/00162.xml
/home/whb/train/trainimg/00163.jpg,/home/whb/train/trainimgr/00163.jpg,/home/whb/train/trainlabel/00163.xml,/home/whb/train/trainlabelr/00163.xml
/home/whb/train/trainimg/00164.jpg,/home/whb/train/trainimgr/00164.jpg,/home/whb/train/trainlabel/00164.xml,/home/whb/train/trainlabelr/00164.xml
/home/whb/train/trainimg/00165.jpg,/home/whb/train/trainimgr/00165.jpg,/home/whb/train/trainlabel/00165.xml,/home/whb/train/trainlabelr/00165.xml
/home/whb/train/trainimg/00166.jpg,/home/whb/train/trainimgr/00166.jpg,/home/whb/train/trainlabel/00166.xml,/home/whb/train/trainlabelr/00166.xml
/home/whb/train/trainimg/00167.jpg,/home/whb/train/trainimgr/00167.jpg,/home/whb/train/trainlabel/00167.xml,/home/whb/train/trainlabelr/00167.xml
/home/whb/train/trainimg/00168.jpg,/home/whb/train/trainimgr/00168.jpg,/home/whb/train/trainlabel/00168.xml,/home/whb/train/trainlabelr/00168.xml
/home/whb/train/trainimg/00169.jpg,/home/whb/train/trainimgr/00169.jpg,/home/whb/train/trainlabel/00169.xml,/home/whb/train/trainlabelr/00169.xml
/home/whb/train/trainimg/00170.jpg,/home/whb/train/trainimgr/00170.jpg,/home/whb/train/trainlabel/00170.xml,/home/whb/train/trainlabelr/00170.xml
